"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"TPPP",-2.55,1.31,-9.27,3.69e-16,3.29e-15,"Endocrine","11076","tubulin polymerization promoting protein","down",15.4329736338409
"ATXN2",-1.56,0.135,-9.27,3.7e-16,3.3e-15,"None","6311","ataxin 2","down",15.431798275933
"KRT19",6.03,5.27,9.27,3.87e-16,3.44e-15,"None","3880","keratin 19","up",15.4122890349811
"SVIP",-3.51,0.0529,-9.26,3.92e-16,3.48e-15,"--","258010","small VCP interacting protein","down",15.4067139329795
"WNT4",-2.93,-0.745,-9.25,4.23e-16,3.75e-15,"None","54361","Wnt family member 4","down",15.373659632625
"SLC7A5",-2.78,0.31,-9.25,4.28e-16,3.79e-15,"None","8140","solute carrier family 7 member 5","down",15.3685562309868
"PLCL2",-1.5,-0.792,-9.25,4.3e-16,3.8e-15,"None","23228","phospholipase C like 2","down",15.3665315444204
"ITGB4",3.15,-0.205,9.24,4.39e-16,3.88e-15,"Non-endocrine","3691","integrin subunit beta 4","up",15.3575354797579
"RELA",1.3,0.599,9.23,4.65e-16,4.1e-15,"None","5970","RELA proto-oncogene, NF-kB subunit","up",15.33254704711
"SPCS2",1.91,3.74,9.23,4.74e-16,4.17e-15,"--","9789","signal peptidase complex subunit 2","up",15.3242216583259
"ACSL1",-1.7,2.23,-9.22,5e-16,4.39e-15,"--","2180","acyl-CoA synthetase long chain family member 1","down",15.301029995664
"ANKRD22",8.34,-3.4,9.22,5.03e-16,4.42e-15,"Non-endocrine","118932","ankyrin repeat domain 22","up",15.2984320149441
"COG1",-1.28,0.947,-9.22,5.12e-16,4.49e-15,"--","9382","component of oligomeric golgi complex 1","down",15.2907300390242
"GALNT3",2.2,0.0716,9.22,5.18e-16,4.54e-15,"Non-endocrine","2591","polypeptide N-acetylgalactosaminyltransferase 3","up",15.2856702402548
"MAP1A",-2.24,1.04,-9.21,5.26e-16,4.6e-15,"Endocrine","4130","microtubule associated protein 1A","down",15.2790142558463
"AADAC",6.85,-1.17,9.21,5.27e-16,4.6e-15,"None","13","arylacetamide deacetylase","up",15.2781893847875
"WNK2",2.3,-0.985,9.21,5.29e-16,4.6e-15,"None","65268","WNK lysine deficient protein kinase 2","up",15.2765443279648
"EIPR1",-1.35,1.48,-9.21,5.29e-16,4.6e-15,"None","7260","EARP complex and GARP complex interacting protein 1","down",15.2765443279648
"CFAP410",-2.14,-1.02,-9.2,5.65e-16,4.91e-15,"None","755","cilia and flagella associated protein 410","down",15.2479515521806
"MTSS1",-1.92,-0.389,-9.2,5.73e-16,4.98e-15,"--","9788","MTSS I-BAR domain containing 1","down",15.2418453780326
"NOB1",1.44,-0.0761,9.19,5.89e-16,5.11e-15,"Non-endocrine","28987","NIN1 (RPN12) binding protein 1 homolog","up",15.2298847052129
"GCH1",-3.48,1.14,-9.19,6.11e-16,5.29e-15,"--","2643","GTP cyclohydrolase 1","down",15.2139587897574
"TMED6",4.6,-0.436,9.18,6.27e-16,5.42e-15,"None","146456","transmembrane p24 trafficking protein 6","up",15.2027324591693
"PDXP",-2.07,2.35,-9.18,6.29e-16,5.43e-15,"None","57026","pyridoxal phosphatase","down",15.2013493545547
"SIL1",-1.92,2.3,-9.18,6.39e-16,5.5e-15,"None","64374","SIL1 nucleotide exchange factor","down",15.1944991418416
"VTI1B",-1.32,0.858,-9.18,6.45e-16,5.54e-15,"--","10490","vesicle transport through interaction with t-SNAREs 1B","down",15.1904402853647
"CPD",-1.71,2.29,-9.18,6.45e-16,5.54e-15,"None","1362","carboxypeptidase D","down",15.1904402853647
"LRRC20",-2.44,-0.255,-9.18,6.48e-16,5.56e-15,"None","55222","leucine rich repeat containing 20","down",15.1884249941294
"PPP6R2",-1.69,0.479,-9.17,6.63e-16,5.69e-15,"--","9701","protein phosphatase 6 regulatory subunit 2","down",15.1784864715952
"C6orf132",4.14,-3.27,9.16,7.05e-16,6.03e-15,"None","647024","chromosome 6 open reading frame 132","up",15.1518108830086
"CNDP2",1.59,4.55,9.15,7.49e-16,6.4e-15,"--","55748","carnosine dipeptidase 2","up",15.1255181823005
"PIN1",-1.44,1.53,-9.15,7.52e-16,6.42e-15,"--","5300","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","down",15.1237821594084
"TBC1D13",-1.41,-0.237,-9.14,7.77e-16,6.63e-15,"None","54662","TBC1 domain family member 13","down",15.1095789811991
"TUBB6",3.01,1.14,9.14,8.14e-16,6.93e-15,"None","84617","tubulin beta 6 class V","up",15.0893755951108
"SLC25A32",-2.21,-0.711,-9.13,8.29e-16,7.05e-15,"None","81034","solute carrier family 25 member 32","down",15.0814454694497
"ADCYAP1",-4.89,-0.591,-9.13,8.3e-16,7.05e-15,"Endocrine","116","adenylate cyclase activating polypeptide 1","down",15.0809219076239
"RIPK3",2.66,-1.04,9.13,8.52e-16,7.22e-15,"None","11035","receptor interacting serine/threonine kinase 3","up",15.0695604052333
"MAP2K3",1.58,0.0991,9.13,8.66e-16,7.33e-15,"None","5606","mitogen-activated protein kinase kinase 3","up",15.0624821079827
"ADD1",1.62,1.28,9.12,8.77e-16,7.42e-15,"--","118","adducin 1","up",15.057000406634
"KDM1A",-1.27,0.378,-9.12,8.87e-16,7.49e-15,"--","23028","lysine demethylase 1A","down",15.0520763801683
"ABCC3",2.95,-1.19,9.12,8.93e-16,7.53e-15,"Non-endocrine","8714","ATP binding cassette subfamily C member 3","up",15.0491485411115
"STAU2",-1.81,-0.457,-9.12,8.95e-16,7.54e-15,"None","27067","staufen double-stranded RNA binding protein 2","down",15.0481769646841
"SLC25A53",-2.4,-0.169,-9.12,9.19e-16,7.73e-15,"None","401612","solute carrier family 25 member 53","down",15.0366844886139
"NCLN",1.48,2.88,9.11,9.56e-16,8.02e-15,"--","56926","nicalin","up",15.0195421077239
"STAT6",1.72,-0.0635,9.1,1.01e-15,8.49e-15,"--","6778","signal transducer and activator of transcription 6","up",14.9956786262174
"HPRT1",-1.6,3.15,-9.1,1.02e-15,8.51e-15,"--","3251","hypoxanthine phosphoribosyltransferase 1","down",14.9913998282381
"WDR35",-1.52,-0.443,-9.1,1.02e-15,8.54e-15,"Endocrine","57539","WD repeat domain 35","down",14.9913998282381
"SPCS3",2.01,2.96,9.1,1.02e-15,8.54e-15,"None","60559","signal peptidase complex subunit 3","up",14.9913998282381
"RASSF5",-2.39,-0.809,-9.1,1.02e-15,8.51e-15,"--","83593","Ras association domain family member 5","down",14.9913998282381
"MCF2L",-1.59,-0.425,-9.09,1.05e-15,8.76e-15,"None","23263","MCF.2 cell line derived transforming sequence like","down",14.9788107009301
"NDFIP2",3.98,-2.35,9.09,1.05e-15,8.73e-15,"None","54602","Nedd4 family interacting protein 2","up",14.9788107009301
"RIDA",3.2,0.292,9.08,1.12e-15,9.32e-15,"None","10247","reactive intermediate imine deaminase A homolog","up",14.9507819773298
"PNMA2",-2.44,-0.827,-9.08,1.13e-15,9.35e-15,"Endocrine","10687","PNMA family member 2","down",14.9469215565166
"VPS37A",-1.87,-1.05,-9.08,1.13e-15,9.37e-15,"--","137492","VPS37A subunit of ESCRT-I","down",14.9469215565166
"SEC11C",2.89,2.68,9.08,1.14e-15,9.44e-15,"None","90701","SEC11 homolog C, signal peptidase complex subunit","up",14.9430951486635
"HDGFL3",-2.32,1.65,-9.07,1.17e-15,9.66e-15,"None","50810","HDGF like 3","down",14.9318141382538
"NLE1",1.37,-0.241,9.07,1.17e-15,9.66e-15,"Non-endocrine","54475","notchless homolog 1","up",14.9318141382538
"PLIN3",2.95,1.8,9.07,1.18e-15,9.73e-15,"None","10226","perilipin 3","up",14.9281179926939
"C11orf54",2.64,1.74,9.07,1.18e-15,9.72e-15,"None","28970","chromosome 11 open reading frame 54","up",14.9281179926939
"PNLIPRP1",7.79,-0.6,9.07,1.18e-15,9.72e-15,"Non-endocrine","5407","pancreatic lipase related protein 1","up",14.9281179926939
"TSR1",1.59,-0.314,9.07,1.19e-15,9.74e-15,"--","55720","TSR1 ribosome maturation factor","up",14.9244530386075
"SLC35A1",-2.57,-2.22,-9.07,1.2e-15,9.79e-15,"None","10559","solute carrier family 35 member A1","down",14.9208187539524
"CXADR",2.55,-1.24,9.07,1.2e-15,9.83e-15,"None","1525","CXADR Ig-like cell adhesion molecule","up",14.9208187539524
"RPS23",1.58,4.33,9.06,1.3e-15,1.06e-14,"None","6228","ribosomal protein S23","up",14.8860566476932
"MAP3K20",3.75,-2.82,9.05,1.36e-15,1.11e-14,"Non-endocrine","51776","mitogen-activated protein kinase kinase kinase 20","up",14.8664610916298
"ZDHHC2",-3.08,-1.89,-9.04,1.38e-15,1.12e-14,"--","51201","zinc finger DHHC-type palmitoyltransferase 2","down",14.8601209135988
"OCIAD1",-1.31,3.04,-9.04,1.43e-15,1.16e-14,"--","54940","OCIA domain containing 1","down",14.8446639625349
"SLC7A2",-2.32,3.01,-9.04,1.43e-15,1.17e-14,"None","6542","solute carrier family 7 member 2","down",14.8446639625349
"APRT",1.76,2.74,9.04,1.44e-15,1.17e-14,"None","353","adenine phosphoribosyltransferase","up",14.8416375079047
"LIN7B",-2.33,-0.435,-9.04,1.45e-15,1.18e-14,"None","64130","lin-7 homolog B, crumbs cell polarity complex component","down",14.838631997765
"B4GAT1",-2.2,1.5,-9.02,1.6e-15,1.3e-14,"None","11041","beta-1,4-glucuronyltransferase 1","down",14.7958800173441
"MAP6",-2.56,-1.06,-9.02,1.6e-15,1.3e-14,"Endocrine","4135","microtubule associated protein 6","down",14.7958800173441
"CST3",-3.06,4.12,-9.01,1.66e-15,1.34e-14,"--","1471","cystatin C","down",14.7798919119599
"ST13",-1.57,3.88,-9.01,1.72e-15,1.39e-14,"--","6767","ST13 Hsp70 interacting protein","down",14.7644715530925
"UTP25",1.97,-1.4,8.99,1.86e-15,1.5e-14,"None","27042","UTP25 small subunit processor component","up",14.7304870557821
"SPINT1",2.7,0.204,8.99,1.86e-15,1.5e-14,"None","6692","serine peptidase inhibitor, Kunitz type 1","up",14.7304870557821
"HDLBP",1.35,2.69,8.99,1.9e-15,1.53e-14,"--","3069","high density lipoprotein binding protein","up",14.7212463990472
"DRG1",1.31,1.14,8.98,1.96e-15,1.58e-14,"None","4733","developmentally regulated GTP binding protein 1","up",14.7077439286435
"SLC25A14",-2.77,-0.152,-8.98,1.97e-15,1.58e-14,"--","9016","solute carrier family 25 member 14","down",14.7055337738384
"SLC25A5",1.33,4.45,8.98,2e-15,1.6e-14,"Non-endocrine","292","solute carrier family 25 member 5","up",14.698970004336
"RPL30",1.59,3.37,8.97,2.05e-15,1.64e-14,"None","6156","ribosomal protein L30","up",14.6882461389442
"SIPA1L3",-2.06,0.623,-8.97,2.09e-15,1.67e-14,"None","23094","signal induced proliferation associated 1 like 3","down",14.6798537138889
"RPS17",1.5,3.05,8.97,2.1e-15,1.67e-14,"None","6218","ribosomal protein S17","up",14.6777807052661
"RALGAPA1",-1.65,-0.265,-8.97,2.11e-15,1.68e-14,"--","253959","Ral GTPase activating protein catalytic subunit alpha 1","down",14.6757175447023
"SMPD1",-2.86,-0.0764,-8.96,2.21e-15,1.76e-14,"None","6609","sphingomyelin phosphodiesterase 1","down",14.6556077263149
"NF1",-1.28,0.158,-8.96,2.28e-15,1.81e-14,"--","4763","neurofibromin 1","down",14.6420651529995
"TOM1",-1.65,1.48,-8.95,2.32e-15,1.84e-14,"None","10043","target of myb1 membrane trafficking protein","down",14.6345120151091
"PYGL",2.61,-0.481,8.95,2.39e-15,1.89e-14,"Non-endocrine","5836","glycogen phosphorylase L","up",14.6216020990519
"ALG9",1.42,0.418,8.95,2.4e-15,1.9e-14,"None","79796","ALG9 alpha-1,2-mannosyltransferase","up",14.6197887582884
"SDC4",4.66,-0.0328,8.94,2.53e-15,2e-14,"None","6385","syndecan 4","up",14.5968794788242
"SELENBP1",2.55,3.28,8.93,2.59e-15,2.04e-14,"None","8991","selenium binding protein 1","up",14.5867002359187
"SMARCA1",-1.55,0.805,-8.91,2.94e-15,2.32e-14,"None","6594","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","down",14.5316526695878
"GABARAPL2",-2.35,0.486,-8.91,2.95e-15,2.32e-14,"--","11345","GABA type A receptor associated protein like 2","down",14.5301779840218
"TMEM254",2.18,-0.738,8.91,3.05e-15,2.4e-14,"None","80195","transmembrane protein 254","up",14.5157001606532
"MX1",4.17,-0.0854,8.89,3.33e-15,2.61e-14,"None","4599","MX dynamin like GTPase 1","up",14.4775557664937
"PHC3",-1.71,-0.725,-8.88,3.48e-15,2.73e-14,"None","80012","polyhomeotic homolog 3","down",14.4584207560534
"RPL9",1.51,3.68,8.88,3.6e-15,2.82e-14,"None","6133","ribosomal protein L9","up",14.4436974992327
"PRSS3",10.5,1.59,8.88,3.61e-15,2.82e-14,"Non-endocrine","5646","serine protease 3","up",14.4424927980943
"HEXA",-1.92,1.77,-8.87,3.64e-15,2.84e-14,"--","3073","hexosaminidase subunit alpha","down",14.4388986163509
"COPS7A",-1.35,1.81,-8.87,3.64e-15,2.84e-14,"--","50813","COP9 signalosome subunit 7A","down",14.4388986163509
"PRSS1",8.29,5,8.87,3.67e-15,2.86e-14,"Non-endocrine","5644","serine protease 1","up",14.4353339357479
"RPN2",1.63,4.32,8.87,3.75e-15,2.92e-14,"--","6185","ribophorin II","up",14.4259687322723
"NOMO2",1.28,2.8,8.87,3.82e-15,2.96e-14,"None","283820","NODAL modulator 2","up",14.4179366370883
"NT5DC2",-2.55,0.432,-8.86,4.04e-15,3.14e-14,"None","64943","5'-nucleotidase domain containing 2","down",14.3936186348894
"TBCK",-1.5,-1.2,-8.86,4.05e-15,3.14e-14,"None","93627","TBC1 domain containing kinase","down",14.3925449767853
"DENND11",-1.62,-1.14,-8.85,4.08e-15,3.15e-14,"None","57189","DENN domain containing 11","down",14.3893398369101
"ZNF622",1.88,-0.736,8.85,4.29e-15,3.31e-14,"None","90441","zinc finger protein 622","up",14.3675427078153
"MACROD2",-2.44,-0.686,-8.84,4.3e-15,3.32e-14,"Endocrine","140733","mono-ADP ribosylhydrolase 2","down",14.3665315444204
"OTULINL",-2.67,2.26,-8.84,4.3e-15,3.32e-14,"None","54491","OTU deubiquitinase with linear linkage specificity like","down",14.3665315444204
"GATD1",-1.59,0.757,-8.84,4.34e-15,3.35e-14,"None","347862","glutamine amidotransferase like class 1 domain containing 1","down",14.3625102704875
"PITPNM1",-1.77,0.397,-8.83,4.56e-15,3.5e-14,"Endocrine","9600","phosphatidylinositol transfer protein membrane associated 1","down",14.3410351573356
"PPP1R9A",-1.41,-0.32,-8.83,4.6e-15,3.54e-14,"None","55607","protein phosphatase 1 regulatory subunit 9A","down",14.3372421683184
"RPS18",1.5,5.73,8.83,4.65e-15,3.57e-14,"None","6222","ribosomal protein S18","up",14.33254704711
"TECPR1",-1.44,-0.398,-8.83,4.7e-15,3.6e-14,"None","25851","tectonin beta-propeller repeat containing 1","down",14.3279021420643
"ARMCX5-GPRASP2",-3.19,-1.79,-8.83,4.71e-15,3.61e-14,"--","100528062","ARMCX5-GPRASP2 readthrough","down",14.3269790928711
"AKAP7",3.11,-2.37,8.82,5.02e-15,3.84e-14,"Non-endocrine","9465","A-kinase anchoring protein 7","up",14.299296282855
"RPL21",1.41,4.34,8.82,5.05e-15,3.86e-14,"None","6144","ribosomal protein L21","up",14.2967086218813
"FOXP4",-2.14,-0.477,-8.81,5.1e-15,3.89e-14,"--","116113","forkhead box P4","down",14.2924298239021
"DNAJC12",-2.83,1.44,-8.81,5.13e-15,3.91e-14,"None","56521","DnaJ heat shock protein family (Hsp40) member C12","down",14.2898826348882
"QSOX1",-1.93,1.58,-8.81,5.37e-15,4.09e-14,"None","5768","quiescin sulfhydryl oxidase 1","down",14.2700257143004
"UBQLN2",-2.37,0.488,-8.8,5.41e-15,4.11e-14,"None","29978","ubiquilin 2","down",14.2668027348934
"RPS2",1.67,4.49,8.8,5.41e-15,4.11e-14,"None","6187","ribosomal protein S2","up",14.2668027348934
"ARL8B",-1.27,4.24,-8.8,5.61e-15,4.25e-14,"None","55207","ADP ribosylation factor like GTPase 8B","down",14.2510371387438
"RPL23",1.6,3.25,8.78,6.21e-15,4.7e-14,"None","9349","ribosomal protein L23","up",14.2069083998234
"RPL17",1.33,3.49,8.77,6.46e-15,4.88e-14,"None","6139","ribosomal protein L17","up",14.1897674820049
"RPL28",1.56,4.04,8.77,6.51e-15,4.91e-14,"None","6158","ribosomal protein L28","up",14.1864190114318
"ATP2C1",-1.41,0.665,-8.76,6.9e-15,5.2e-14,"--","27032","ATPase secretory pathway Ca2+ transporting 1","down",14.1611509092627
"SRPRB",1.44,2.24,8.76,7.15e-15,5.39e-14,"--","58477","SRP receptor subunit beta","up",14.1456939581989
"NKIRAS1",-2.22,-1.01,-8.75,7.23e-15,5.44e-14,"--","28512","NFKB inhibitor interacting Ras like 1","down",14.1408617027055
"EPHX1",3.01,4.72,8.75,7.3e-15,5.49e-14,"None","2052","epoxide hydrolase 1","up",14.1366771398795
"PCDHA7",-2.14,-0.393,-8.75,7.53e-15,5.65e-14,"None","56141","protocadherin alpha 7","down",14.1232050237993
"GATA6",3.35,-1.32,8.73,8.22e-15,6.16e-14,"Non-endocrine","2627","GATA binding protein 6","up",14.08512818246
"PLEKHM2",-2.12,-1.46,-8.72,8.53e-15,6.39e-14,"None","23207","pleckstrin homology and RUN domain containing M2","down",14.0690509688325
"UBXN6",-1.23,1.06,-8.72,8.68e-15,6.49e-14,"--","80700","UBX domain protein 6","down",14.0614802748235
"UQCC1",-1.57,0.316,-8.72,8.86e-15,6.62e-14,"--","55245","ubiquinol-cytochrome c reductase complex assembly factor 1","down",14.052566278113
"RHOT1",-1.81,1.51,-8.71,8.99e-15,6.71e-14,"--","55288","ras homolog family member T1","down",14.0462403082668
"SERPINI2",4.35,-0.483,8.71,9.19e-15,6.84e-14,"Non-endocrine","5276","serpin family I member 2","up",14.0366844886139
"INSR",1.81,-0.412,8.71,9.48e-15,7.05e-14,"Non-endocrine","3643","insulin receptor","up",14.0231916626619
"TNFAIP2",2.83,-1.11,8.7,9.53e-15,7.08e-14,"None","7127","TNF alpha induced protein 2","up",14.0209070993617
"RAB1B",-1.35,3.46,-8.7,9.96e-15,7.39e-14,"--","81876","RAB1B, member RAS oncogene family","down",14.0017406615763
"NEK1",-1.24,-0.0824,-8.69,1.01e-14,7.51e-14,"None","4750","NIMA related kinase 1","down",13.9956786262174
"RPL18A",1.6,2.94,8.69,1.01e-14,7.47e-14,"None","6142","ribosomal protein L18a","up",13.9956786262174
"PLLP",6.02,-4.25,8.69,1.04e-14,7.67e-14,"Non-endocrine","51090","plasmolipin","up",13.9829666607012
"SCG2",-3.35,2.56,-8.69,1.05e-14,7.76e-14,"None","7857","secretogranin II","down",13.9788107009301
"ERO1B",-2.78,4.31,-8.69,1.06e-14,7.82e-14,"None","56605","endoplasmic reticulum oxidoreductase 1 beta","down",13.9746941347352
"PGM3",1.76,3.19,8.67,1.17e-14,8.65e-14,"None","5238","phosphoglucomutase 3","up",13.9318141382538
"ATP6V1G1",-2.41,3.12,-8.66,1.24e-14,9.09e-14,"None","9550","ATPase H+ transporting V1 subunit G1","down",13.9065783148378
"N6AMT1",-2.38,-1.33,-8.65,1.28e-14,9.41e-14,"None","29104","N-6 adenine-specific DNA methyltransferase 1","down",13.8927900303521
"PCCB",1.97,1.77,8.64,1.33e-14,9.8e-14,"--","5096","propionyl-CoA carboxylase subunit beta","up",13.8761483590329
"OAT",-2.02,2.66,-8.64,1.35e-14,9.91e-14,"--","4942","ornithine aminotransferase","down",13.869666231505
"BORCS6",-1.62,-0.0011,-8.64,1.37e-14,1e-13,"None","54785","BLOC-1 related complex subunit 6","down",13.8632794328436
"SLC29A1",-2.11,0.504,-8.64,1.41e-14,1.03e-13,"None","2030","solute carrier family 29 member 1 (Augustine blood group)","down",13.8507808873446
"PEX11B",-1.76,0.998,-8.63,1.45e-14,1.06e-13,"None","8799","peroxisomal biogenesis factor 11 beta","down",13.838631997765
"GNG2",-3.53,1.01,-8.63,1.49e-14,1.09e-13,"Endocrine","54331","G protein subunit gamma 2","down",13.8268137315877
"ABCB6",-1.85,0.414,-8.62,1.56e-14,1.14e-13,"None","10058","ATP binding cassette subfamily B member 6 (Langereis blood group)","down",13.8068754016455
"ANXA11",1.43,2.74,8.62,1.56e-14,1.14e-13,"None","311","annexin A11","up",13.8068754016455
"KBTBD11",2.45,-0.387,8.62,1.57e-14,1.14e-13,"None","9920","kelch repeat and BTB domain containing 11","up",13.8041003475908
"SLC36A4",-3.16,-1.91,-8.61,1.59e-14,1.16e-13,"None","120103","solute carrier family 36 member 4","down",13.7986028756795
"ATPAF2",-1.52,-0.0032,-8.61,1.61e-14,1.17e-13,"--","91647","ATP synthase mitochondrial F1 complex assembly factor 2","down",13.7931741239682
"TJP2",2.62,0.886,8.61,1.62e-14,1.17e-13,"None","9414","tight junction protein 2","up",13.7904849854574
"QDPR",-2.24,3.6,-8.6,1.68e-14,1.22e-13,"None","5860","quinoid dihydropteridine reductase","down",13.7746907182741
"RPF2",1.98,-0.714,8.6,1.69e-14,1.22e-13,"None","84154","ribosome production factor 2 homolog","up",13.7721132953863
"APBB1",-2.24,-2.48,-8.6,1.71e-14,1.24e-13,"None","322","amyloid beta precursor protein binding family B member 1","down",13.7670038896078
"RPS14",1.52,4.92,8.6,1.72e-14,1.24e-13,"None","6208","ribosomal protein S14","up",13.7644715530925
"SLC39A11",2.63,-1.36,8.59,1.79e-14,1.29e-13,"None","201266","solute carrier family 39 member 11","up",13.7471469690201
"BCAR1",1.97,-0.571,8.59,1.81e-14,1.3e-13,"--","9564","BCAR1 scaffold protein, Cas family member","up",13.7423214251308
"FTSJ3",1.65,-0.216,8.59,1.84e-14,1.32e-13,"--","117246","FtsJ RNA 2'-O-methyltransferase 3","up",13.7351821769905
"BLVRB",1.87,2.88,8.58,1.88e-14,1.35e-13,"None","645","biliverdin reductase B","up",13.7258421507363
"RAB27B",3.15,-0.243,8.58,1.96e-14,1.41e-13,"None","5874","RAB27B, member RAS oncogene family","up",13.7077439286435
"NKX2-2",-2.88,-1.47,-8.57,1.98e-14,1.42e-13,"None","4821","NK2 homeobox 2","down",13.7033348097385
"EPPK1",3.27,-0.298,8.57,2.07e-14,1.48e-13,"None","83481","epiplakin 1","up",13.6840296545431
"USP11",-1.46,0.384,-8.56,2.13e-14,1.52e-13,"Endocrine","8237","ubiquitin specific peptidase 11","down",13.6716203965613
"CASR",-2.73,1.26,-8.56,2.15e-14,1.53e-13,"Endocrine","846","calcium sensing receptor","down",13.6675615400844
"NFIB",3.06,-0.765,8.55,2.22e-14,1.58e-13,"Non-endocrine","4781","nuclear factor I B","up",13.6536470255494
"CHID1",2.34,1.71,8.55,2.24e-14,1.59e-13,"--","66005","chitinase domain containing 1","up",13.6497519816658
"CELA3B",8.01,1.23,8.55,2.25e-14,1.6e-13,"Non-endocrine","23436","chymotrypsin like elastase 3B","up",13.6478174818886
"TUSC3",-2,1.12,-8.55,2.29e-14,1.62e-13,"None","7991","tumor suppressor candidate 3","down",13.6401645176601
"PNP",2.25,2.15,8.55,2.3e-14,1.63e-13,"None","4860","purine nucleoside phosphorylase","up",13.6382721639824
"RPS13",1.46,3.81,8.54,2.35e-14,1.66e-13,"None","6207","ribosomal protein S13","up",13.6289321377283
"SMCR8",-1.3,-1.52,-8.54,2.38e-14,1.68e-13,"None","140775","SMCR8-C9orf72 complex subunit","down",13.6234230429435
"RPS15A",1.56,4.86,8.54,2.38e-14,1.68e-13,"None","6210","ribosomal protein S15a","up",13.6234230429435
"PARD3",1.48,0.631,8.54,2.41e-14,1.7e-13,"None","56288","par-3 family cell polarity regulator","up",13.6179829574251
"ARF5",-1.46,3.39,-8.53,2.49e-14,1.76e-13,"--","381","ADP ribosylation factor 5","down",13.6038006529043
"ABHD16A",-1.94,2.16,-8.53,2.49e-14,1.75e-13,"None","7920","abhydrolase domain containing 16A","down",13.6038006529043
"PMM2",1.65,2.04,8.53,2.51e-14,1.77e-13,"None","5373","phosphomannomutase 2","up",13.600326278519
"NUCB1",-1.8,1.5,-8.52,2.65e-14,1.86e-13,"--","4924","nucleobindin 1","down",13.5767541260632
"PSIP1",-1.74,1.36,-8.52,2.73e-14,1.91e-13,"--","11168","PC4 and SFRS1 interacting protein 1","down",13.5638373529592
"TMEM184A",-2.63,-2.08,-8.51,2.89e-14,2.03e-13,"None","202915","transmembrane protein 184A","down",13.5391021572435
"NPTX2",-3.53,1.92,-8.5,2.96e-14,2.07e-13,"None","4885","neuronal pentraxin 2","down",13.5287082889411
"NR0B1",-2.42,-0.994,-8.5,2.99e-14,2.09e-13,"None","190","nuclear receptor subfamily 0 group B member 1","down",13.5243288116756
"PNLIP",10.5,3.16,8.49,3.12e-14,2.18e-13,"Non-endocrine","5406","pancreatic lipase","up",13.5058454059816
"TUBB4A",4.99,-2.02,8.48,3.29e-14,2.3e-13,"None","10382","tubulin beta 4A class IVa","up",13.48280410205
"UBE3C",-1.23,0.576,-8.48,3.3e-14,2.3e-13,"--","9690","ubiquitin protein ligase E3C","down",13.4814860601221
"MAOA",1.89,3.89,8.48,3.33e-14,2.32e-13,"None","4128","monoamine oxidase A","up",13.4775557664937
"CAMK1D",1.72,-0.504,8.47,3.67e-14,2.56e-13,"Non-endocrine","57118","calcium/calmodulin dependent protein kinase ID","up",13.4353339357479
"NKX6-1",-2.53,-0.943,-8.46,3.81e-14,2.65e-13,"None","4825","NK6 homeobox 1","down",13.4190750243244
"PARP12",1.56,-0.566,8.46,3.81e-14,2.65e-13,"None","64761","poly(ADP-ribose) polymerase family member 12","up",13.4190750243244
"AHNAK",2.77,1.99,8.46,3.86e-14,2.68e-13,"None","79026","AHNAK nucleoprotein","up",13.4134126953282
"MBNL1",-1.21,2.75,-8.45,3.9e-14,2.7e-13,"--","4154","muscleblind like splicing regulator 1","down",13.4089353929735
"PPIP5K1",-1.42,-0.705,-8.45,3.9e-14,2.7e-13,"None","9677","diphosphoinositol pentakisphosphate kinase 1","down",13.4089353929735
"AGR2",7.13,1.67,8.45,4e-14,2.77e-13,"None","10551","anterior gradient 2, protein disulphide isomerase family member","up",13.397940008672
"IL18",3.73,-0.734,8.45,4.03e-14,2.78e-13,"Non-endocrine","3606","interleukin 18","up",13.3946949538589
"AKAP13",1.7,-0.556,8.44,4.12e-14,2.84e-13,"None","11214","A-kinase anchoring protein 13","up",13.3851027839669
"UTP4",1.53,-0.578,8.44,4.27e-14,2.94e-13,"None","84916","UTP4 small subunit processome component","up",13.369572124975
"RSL1D1",1.32,1.07,8.42,4.76e-14,3.28e-13,"--","26156","ribosomal L1 domain containing 1","up",13.3223930472795
"PAPSS2",-2.63,3.49,-8.41,4.99e-14,3.43e-13,"None","9060","3'-phosphoadenosine 5'-phosphosulfate synthase 2","down",13.3018994543766
"WBP2",1.64,1.43,8.4,5.29e-14,3.63e-13,"--","23558","WW domain binding protein 2","up",13.2765443279648
"ADGRE5",2.93,-2.2,8.4,5.33e-14,3.66e-13,"Non-endocrine","976","adhesion G protein-coupled receptor E5","up",13.2732727909734
"SLC30A9",-1.6,1.36,-8.4,5.44e-14,3.73e-13,"--","10463","solute carrier family 30 member 9","down",13.2644011003018
"LDHA",3.57,4.88,8.39,5.72e-14,3.92e-13,"Non-endocrine","3939","lactate dehydrogenase A","up",13.242603971207
"OGDHL",-1.88,1.11,-8.38,6e-14,4.1e-13,"None","55753","oxoglutarate dehydrogenase like","down",13.2218487496164
"PPFIA3",-1.91,-0.815,-8.37,6.25e-14,4.27e-13,"None","8541","PTPRF interacting protein alpha 3","down",13.2041199826559
